회사코드	회사명	고객분류	회사유형	사업자등록번호	설립일	대표자명	본사 주소	시/구	공장 주소	대표전화	업종명	주요제품	웹사이트	참고사항	SAP코드여부	SAP거래처코드	사업	사업부	지점/팀	팀명	사원번호	영업 사원	유통형태코드	유통형태	거래처 담당자	담당자 연락처	코드생성일	거래시작일	결제조건
C0000360	(주)천지푸드	기존		7318700686		양주용	경기도 하남시 초이로44번길 49 (초이동) 1층 (초이동)	경기도 하남시		02-478-3182						1114913	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	양주용	02-478-3182	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000361	(주)에스아이미트	기존		2098602685		이동일	경기도 남양주시 진접읍 봉현로59번길 16 가동 (장현리, 보령헬시아)	경기도 남양주시		010-7203-0535						1114914	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	이동일	010-7203-0535	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000362	(주)썬프라임	기존		1288683166		김일광	경기도 부천시 소사구 경인로 141 (송내동) 3층 (송내동, 국일빌딩)	경기도 부천시		032-612-8093						1114915	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	김일광	032-612-8093	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000363	청양유통	기존		4409801621		이상민	서울특별시 성동구 청계천로12가길 58-1 (마장동) 1층 (마장동)	서울특별시 성동구		02-2282-3811						1114916	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	이상민	02-2282-3811	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000364	(주)엠에이치엔파트너스	기존		6658101464		김준호	경기도 하남시 덕풍동로 111-33 (덕풍동) 459호 (덕풍동, 하남푸르지오시티)	경기도 하남시								1114917	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김준호		2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000365	(주)유명푸드	기존		2128178298		김창환	경기도 성남시 수정구 복정로 133 (복정동) 2층	경기도 성남시		031-754-4928						1114918	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김창환	031-754-4928	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000366	(주)부경미트	기존		2068663058		김상우	서울특별시 성동구 마장로33길 67 (마장동) B-117 (마장동,강원사빌딩)	서울특별시 성동구		02-2293-9100						1114919	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김상우	02-2293-9100	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000367	농업회사법인(주)아라미푸드	기존		1388601652		최성창	서울특별시 관악구 남부순환로172길 24-18 (신림동) (신림동,201호 비1호)	서울특별시 관악구		02-859-0063						1114920	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	최성창	02-859-0063	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000368	(주)새솔미트	기존		2188122962		남시경	서울특별시 성동구 청계천로12가길 68 (마장동) 312호 (마장동)	서울특별시 성동구		02-2281-0504						1114922	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	남시경	02-2281-0504	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000369	(주)이로운미트	기존		8328601846		이형구	서울특별시 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌) 101동 105호 (도선동,성동 삼성쉐르빌)	서울특별시 성동구		02-6956-4980						1114923	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이형구	02-6956-4980	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000370	한원푸드시스템(주)	기존		2068164329		조자오	전라남도 나주시 동수농공단지길 30-117 (운곡동) (운곡동)	전라남도 나주시		061-333-9503						1114924	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	조자오	061-333-9503	2024-12-20	2025-02-11	말일 마감, 15일이내, 현금결제(영업)
C0000371	(주) 교우푸드	기존		2068649279		손재경	서울특별시 성동구 마장로31다길 9 (마장동)	서울특별시 성동구		02-2297-80812						1114925	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	손재경	02-2297-8081,2	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000372	(주)씨에프인터내셔날	기존		2068693606		석재곤	서울특별시 성동구 천호대로 368 (용답동) 202-1호 (용답동,한국JC회관)	서울특별시 성동구		02-2281-0188						1114926	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	석재곤	02-2281-0188	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000373	(주)리버벨리	기존		1298656454		박준영	경기도 용인시 수지구 고기로 172 (동천동) 1층 (동천동)	경기도 용인시		031-712-7436						1114927	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박준영	031-712-7436	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000374	데일리푸드인터내셔널	기존		2068602556		이종삼	서울특별시 성동구 청계천로10나길 61 (마장동) 1층	서울특별시 성동구		02-2291-0987						1114928	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이종삼	02-2291-0987	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000375	(주)모모이시스	기존		2148831565		김수진	서울특별시 강남구 강남대로42길 23 (도곡동) 양재빌딩 203호	서울특별시 강남구		02-564-7843						1114929	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김수진	02-564-7843	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000376	레인즈인터내셔널(주)	기존		2178122595		권오동	서울특별시 금천구 두산로 70 (독산동) A동 2602호 (독산동,현대지식산업센터)	서울특별시 금천구		02-803-9602						1114930	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	권오동	02-803-9602	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000377	(주)에스엠씨인터내셔날	기존		6318700071		김동욱	경기도 하남시 미사대로 410 (망월동) 상가동 243호 (망월동, 미사강변오벨리스크)	경기도 하남시		070-8819-7479						1114933	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김동욱	070-8819-7479	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000378	(주)정성과친절	기존		2068195477		김복래	서울특별시 성동구 무학로14길 27 (하왕십리동) b01호 (하왕십리동)	서울특별시 성동구		02-2299-9915						1114934	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	김복래	02-2299-9915	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000379	(주) 한국프라임미트	기존		2068658574		소재한	서울특별시 성동구 마장로35길 68 (마장동) 305~313호 (마장동)	서울특별시 성동구		02-2294-8078						1114935	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	소재한	02-2294-8078	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000380	서울미라마 (유)	기존		1068107732		김옥진	서울특별시 용산구 소월로 322 (한남동) (한남동, 하얏트호텔)	서울특별시 용산구		010-8601-2089						1114936	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김옥진	010-8601-2089	2024-12-20		말일 마감, 30일이내, 현금결제(영업)
C0000381	구찌오스테리아(현대그린푸드)	기존		6568102756		박홍진	경기도 용인시 수지구 문인로 30 (동천동) (동천동, 현대그린푸드)	경기도 용인시		010-9750-4009						1114937	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	박홍진	010-9750-4009	2024-12-20		말일 마감, 30일이내, 현금결제(영업)
C0000382	SK네트웍스(주)(워커힐)	기존		1248100718		박상규	경기도 수원시 팔달구 매산로52번길 4 (매산로2가) (매산로2가)	경기도 수원시		010-2855-8639						1114938	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	박상규	010-2855-8639	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000383	한화푸드테크 (주)	기존		1898702127		이종승	서울특별시 영등포구 63로 40 (여의도동) 102호 (여의도동, 라이프오피스텔빌딩)	서울특별시 영등포구		010-3660-0499						1114939	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	이종승	010-3660-0499	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000384	(주)세스타에프앤비(CESTA F&B C	기존		3448601922		김세경	서울특별시 용산구 한남대로20길 21-18 (한남동) 1층 101호,102호 (한남동)	서울특별시 용산구		010-4080-2947						1114940	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김세경	010-4080-2947	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000385	(주)디케이아이앤디	기존		1128153212		김선일	서울특별시 강남구 봉은사로 524 (삼성동) 비170호 (삼성동,코엑스인터콘티넨탈서울)	서울특별시 강남구		010-9500-0097						1114941	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김선일	010-9500-0097	2024-12-20		말일 마감, 20일이내, 현금결제(영업)
C0000386	(주) 파브란트	기존		5478603456		박진희	서울특별시 강남구 테헤란로 129 (역삼동) 지하3층 비246호 (역삼동)	서울특별시 강남구		010-4918-8611						1114942	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	박진희	010-4918-8611	2024-12-20		말일 마감, 20일이내, 현금결제(영업)
C0000387	마테르	기존		3060453271		김영빈	서울특별시 강남구 언주로154길 16 (신사동) 지하1층 (신사동, 서울레이저빌딩)	서울특별시 강남구		010-3221-5389						1114944	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	김영빈	010-3221-5389	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000388	(주)동양피엘유에스	기존		1288635043		이창신	경기도 고양시 일산서구 구산로69번길 34-5 (구산동) (구산동)	경기도 고양시		031-921-0182						1114945	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이창신	031-921-0182	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000389	샤콘느(CHACONNE)	기존		3270603151		심정택	서울특별시 강남구 논현로97길 23 (역삼동, 역삼힐스) 102동 101호 (역삼동, 역삼힐스)	서울특별시 강남구		010-4436-0701						1114946	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	심정택	010-4436-0701	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000390	홀리미트	기존		7531801864		유윤선	경기도 용인시 수지구 상현로 5 (상현동) E동 4층 402호 (상현동, 상현프라자)	경기도 용인시		010-3417-1043						1114947	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	유윤선	010-3417-1043	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000391	한화갤러리아(주)	기존		7168802682		김영훈	서울특별시 영등포구 63로 50 (여의도동, 63한화생명빌딩) 11층,12층	서울특별시 영등포구		010-4530-5829						1114948	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김영훈	010-4530-5829	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000392	(주)남상푸드	기존		6058623990		남필현,타츠야 모리	부산광역시 사상구 사상로 561 (모라동) (모라동)	부산광역시 사상구		051-714-5300						1114949	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	남필현	051-714-5300	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000393	(주)미트카이	기존		5248100602		박도화	서울특별시 송파구 새말로11길 13 (문정동) (문정동) 2층	서울특별시 송파구		02-6494-2151						1114950	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박도화	02-6494-2151	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000394	(주)토키오인터네셔널	기존		1058790924		한승헌	경기도 성남시 중원구 사기막골로 99 (상대원동) B동 7층 709호 710호 (상대원동)	경기도 성남시		070-7436-0805						1114952	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	한승헌	070-7436-0805	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000395	(주) 프레시뱅크	기존		2478702419		윤정희	부산광역시 금정구 무학송로 147 (부곡동) 4층 (부곡동, 한국센타빌딩)	부산광역시 금정구		051-516-4500						1114953	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	윤정희	051-516-4500	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000396	[보류](농)제이제이푸드시스템(주)	기존		1228644369		정동훈	경기도 수원시 영통구 광교중앙로 170 (하동) A동 22층 11호 (광교효성해링턴타워)	경기도 수원시		031-214-0258						1114954	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	정동훈	031-214-0258	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000397	(주) 가동	기존		3018702125		박승준	경기도 용인시 수지구 풍덕천로129번길 9 (풍덕천동) 5층 523호 (풍덕천동, 오성빌딩)	경기도 용인시		031-712-7436						1114955	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박승준	031-712-7436	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000398	(주) 마켓메이커	기존		8458701534		서상우	서울특별시 강남구 테헤란로79길 6 (삼성동) 5층 브이653호 (삼성동, 제이에스타워)	서울특별시 강남구		1599-0317						1114956	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	서상우	1599-0317	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000399	(주) 굿스트레이딩	기존		1428183186		최영수	경기도 용인시 기흥구 중부대로 714 (상하동) (상하동,1층)	경기도 용인시		031-285-4556						1114957	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	최영수	031-285-4556	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000400	(주)예스엠	기존		1198675186		백명준	서울특별시 금천구 범안로15길 26 (독산동) 지상1층,2층,3층 (독산동)	서울특별시 금천구		02-809-3300						1114958	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	백명준	02-809-3300	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000401	(주) 아레스컴퍼니	기존		3328100264		윤우람	서울특별시 성동구 마장로29길 60-1 (마장동) 제1호 (마장동)	서울특별시 성동구		02-2294-5800						1114959	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	윤우람	02-2294-5800	2024-12-20	2025-02-03	말일 마감, 15일이내, 현금결제(영업)
C0000402	(주)덕호푸드	기존		6068630306		진규황	서울특별시 성동구 마장로33길 73 (마장동) (마장동, 그린빌딩)	서울특별시 성동구		051-301-2777						1114962	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	진규황	051-301-2777	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000403	(주)진앤리인터내셔날	기존		2068628070		이상현	서울특별시 광진구 능동로 87 (자양동) 2002호 (자양동, 건대입구역자이엘라)	서울특별시 광진구		02-2295-8940						1114963	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이상현	02-2295-8940	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000404	(주)피에스미트	기존		2068688855		박성일	서울특별시 성동구 마장로33길 67 (마장동) (마장동, 태평제재 (주))	서울특별시 성동구		02-2299-32079						1114964	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박성일	02-2299-3207~9	2024-12-20	2025-02-11	말일 마감, 15일이내, 현금결제(영업)
C0000405	(주) 경복푸드	기존		2068705185		윤두환	서울특별시 성동구 무학로14길 37-1 (마장동) (마장동,1층)	서울특별시 성동구		070-4680-4419						1114965	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	윤두환	070-4680-4419	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000406	(주) 카멜무역	기존		2068641302		김성일	서울특별시 성동구 청계천로10가길 40-5 (마장동) 10호	서울특별시 성동구		02-2281-90901						1114966	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김성일	02-2281-9090,1	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000407	(주)에스알에프코리아	기존		5308100437		정민섭	서울특별시 송파구 충민로 66 (문정동) (문정동, 가든파이브라이프) 6034호	서울특별시 송파구		070-5129-7503						1114968	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	정민섭	070-5129-7503	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000408	(주)가흥푸드	기존		7678602653		진규황	서울특별시 성동구 마장로33길 73 (마장동) (마장동, 그린빌딩)	서울특별시 성동구		02-6953-9197						1114969	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	진규황	02-6953-9197	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000409	메타 (주)	기존		7978702651		이창복	경기도 광주시 경충대로 1801 . (장지동)	경기도 광주시		1022967776						1115544	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7030	축육(도매)	이창복	1022967776	2025-01-14	2025-01-15	말일 마감, 15일이내, 현금결제(영업)
C0000410	(주) 유진미트	기존		8318601504		이진수	경기도 의정부시 송산로1161번길 132-10 (용현동)	경기도 의정부시		1091387301						1115574	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	이진수	1091387301	2025-01-16	2025-01-21	15일단위 마감, 30일이내, 현금결제(영업)
C0000411	(주) 태승유통	기존		1468100095		이승규	경기도 광주시 경충대로 1801 (장지동)	경기도 광주시		1037886306						1115667	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	이승규	1037886306	2025-01-20		선입금(영업)
C0000412	(주) 로하스미트	기존		8378101661		이수희, 연규진	충청북도 청주시 청원구 내수읍 은곡길 72-53 .	충청북도 청주시		1095993243						1115701	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	연규진	1095993243	2025-01-21	2025-02-03	말일 마감, 15일이내, 현금결제(영업)
C0000413	(주) 동신푸드 (DONGSHIN FOOD CO. , LTD.	기존		1198657742		이용만	서울특별시 금천구 시흥대로 97 31동 319호 (시흥동)	서울특별시 금천구		1087927890						1115734	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	이용만	1087927890	2025-01-23	2025-01-20	15일단위 마감, 30일이내, 현금결제(영업)
C0000414	(주) 제스카	기존		2068688286		김재욱	서울특별시 성동구 마장로33길 15-1 1층 (마장동)	서울특별시 성동구		222826311						1115800	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	경리	222826311	2025-01-24	2025-05-02	10일단위 마감, 10일이내, 현금결제(영업)
C0000415	(주) 위너푸드	기존		5668102657		이준상	광주광역시 북구 청계로 54 (용봉동)	광주광역시 북구		1086197951						1115849	1033	축산유통사업부	347	중부지점	240526	김 영길	J7020	축육(가공장)	이옥미	1086197951	2025-02-03		말일 마감, 15일이내, 현금결제(영업)
C0000416	JB한라유통	기존		4029195088		김은선	전북특별자치도 전주시 덕진구 초당길 38 (호성동1가)	전북특별자치도 전주시		1049440125						1115861	1033	축산유통사업부	347	중부지점	240526	김 영길	J7020	축육(가공장)	김은선	1049440125	2025-02-03		말일 마감, 15일이내, 현금결제(영업)
C0000417	(주) 처음	기존		1548803355		홍성희	서울특별시 성동구 고산자로 345 2층 203-라호(마장동, 고운타워)	서울특별시 성동구		1024674380						1115880	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	박재성	1024674380	2025-02-04	2025-02-26	선입금(영업)
C0000418	농업회사법인 (주) 참연푸드웰	기존		4978600080		김명원	경기도 용인시 처인구 모현읍 능원로 130 1층	경기도 용인시		031-335-6609						1115943	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	김명원	031-335-6609	2025-02-07	2025-02-02	10일단위 마감, 10일이내, 현금결제(영업)
C0000419	농업회사법인하담푸드 (주)	기존		3038172023		진원용	충청북도 괴산군 소수면 길선2길 42-8 하담푸드	충청북도 괴산군		043-834-0123						1115972	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	하담푸드 사무실	043-834-0123	2025-02-10	2025-02-10	선입금(영업)
C0000420	(주)도원미트트레이딩	기존		2068664547		오훈석	인천광역시 서구 크리스탈로 94 7층 708호 (청라동)	인천광역시 서구		010-5300-4314						1116155	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	오훈석	010-5300-4314	2025-02-19	2025-02-03	15일단위 마감, 30일이내, 현금결제(영업)
C0000421	(주)신선한	기존		2618801387		김영성	충청북도 청주시 흥덕구 덕암로113번길 23 (봉명동)	충청북도 청주시		1021727151						1116229	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	김영성	1021727151	2025-02-21	2025-04-02	말일 마감, 15일이내, 현금결제(영업)
C0000422	(주) 제이코푸드(J.CO FOOD CO.,LTD.)	기존		8058103788		장송학	경기도 광명시 새빛공원로 67 3층 제디 0315호 (일직동)	경기도 광명시		1046140309						1116339	1033	축산유통사업부	347	중부지점	240526	김 영길	J7030	축육(도매)	장송학	1046140309	2025-02-26	2025-03-31	말일 마감, 15일이내, 현금결제(영업)
C0000423	(주) 에이젯유통	기존		4738800846		송동근	서울특별시 성동구 마장로33길 73 1,2층 (마장동)	서울특별시 성동구		1033895123						1116472	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	박은주	1033895123	2025-03-05		선입금(영업)
C0000424	제이제이푸드	기존		7940501749		이창준	경기도 광주시 매자리길 94-95 . (매산동)	경기도 광주시		010-9191-9289						1116515	1033	축산유통사업부	347	중부지점	240526	김 영길	J7030	축육(도매)	이창준	010-9191-9289	2025-03-06	2025-03-06	말일 마감, 10일이내, 현금결제(영업)
C0000425	(주) 한동	기존		7768100412		이동규	경기도 화성시 매송면 화성로2397번길 27-8 1층	경기도 화성시		1092923880						1116572	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	이동규	1092923880	2025-03-10	2025-03-20	선입금(영업)
C0000426	(주) 미트콜	기존		3168703446		정동열	부산광역시 강서구 대저로63번길 48 (대저1동)	부산광역시 강서구		010-2887-7312						1116601	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	정동열	010-2887-7312	2025-03-11	2025-03-12	15일단위 마감, 30일이내, 현금결제(영업)
C0000427	와이축산유통	기존		2839000979		유재호	충청북도 청주시 서원구 남이면 남이가좌길 19	충청북도 청주시		1074777070						1116760	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	유재호	1074777070	2025-03-18	2025-03-24	말일 마감, 15일이내, 현금결제(영업)
C0000428	어치브네트웍스	기존		3932901732		이건우	경기도 용인시 수지구 대지로 36 3층 302-B13호(죽전동, 신흥빌딩)	경기도 용인시		1040399590						1116821	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	이건우	1040399590	2025-03-20		선입금(영업)
C0000429	수곡포크	기존		2943601243		황경필	충청북도 청주시 서원구 구룡산로 265 1층 102호(수곡동)	충청북도 청주시		1054617657						1116825	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	황경필	1054617657	2025-03-20	2025-03-26	말일 마감, 15일이내, 현금결제(영업)
C0000430	(주) 푸디어스	기존		8778601984		이민아	경기도 용인시 기흥구 흥덕중앙로 55 10층 1003호 (영덕동)	경기도 용인시		031-889-8850						1116841	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	푸디어스 사무실	031-889-8850	2025-03-21	2025-04-17	15일단위 마감, 30일이내, 현금결제(영업)
C0000431	(주) 쎄븐푸드	기존		1358184023		이재현	경기도 용인시 기흥구 동탄기흥로 748 2층 (고매동)	경기도 용인시		031-285-0530						1116903	1033	축산유통사업부	347	중부지점	240529	박 정우	J7030	축육(도매)	김현태	010-8553-0857	2025-03-25		말일 마감, 15일이내, 현금결제(영업)
C0000432	(주) 부천유통	기존		1308675878		김성걸	경기도 부천시 원미구 길주로 272 코스모폴리탄 1724호 (중동)	경기도 부천시		1086696127						1116911	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	김성걸	1086696127	2025-03-25	2025-03-20	10일단위 마감, 10일이내, 현금결제(영업)
C0000433	(주) 코리아굿푸드	기존		6088611076		조은희	경기도 안성시 일죽면 죽화로 13 가,나동 1층	경기도 안성시		010-3256-5414						1116943	1033	축산유통사업부	383	신경로영업팀	240071	김 신현	J7020	축육(가공장)	박진석	010-3256-5414	2025-03-26	2025-03-14	15일단위 마감, 30일이내, 현금결제(영업)
C0000434	만나축산	기존		8309701716		강복순	충청북도 청주시 흥덕구 덕암로114번길 23 (봉명동)	충청북도 청주시		1092167280						1117059	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	강복순	1092167280	2025-04-01	2025-04-03	말일 마감, 15일이내, 현금결제(영업)
C0000435	(주) 자이언파트너스	기존		6458801232		송기욱	서울특별시 금천구 가산디지털1로 137 1901-12호 (가산동)	서울특별시 금천구		1029366977						1117103	1033	축산유통사업부	347	중부지점	240526	김 영길	J7030	축육(도매)	정선희	1029366977	2025-04-03	2025-04-03	말일 마감, 10일이내, 현금결제(영업)
C0000436	(주) 티앤제이물산	기존		2038602580		이제민	서울특별시 금천구 디지털로9길 68 111-44호(가산동, 대륭포스트타워	서울특별시 금천구		1047105248						1117122	1033	축산유통사업부	383	신경로영업팀	195859	김 태훈	J7030	축육(도매)	이제민	1047105248	2025-04-04		선입금(영업)
C0000437	(주) 에이젯푸드	기존		6038138167		박준철	부산광역시 북구 사상로583번길 6 (구포동)	부산광역시 북구		1020806019						1117131	1033	축산유통사업부	347	중부지점	240529	박 정우	J7020	축육(가공장)	정호진	1020806019	2025-04-07	2025-04-08	말일 마감, 15일이내, 현금결제(영업)
C0000438	(주) 마니푸드	기존		2398802939		서혁	대전광역시 대덕구 비래서로10번길 40 211호(비래동)	대전광역시 대덕구		010-2641-6133						1117317	1033	축산유통사업부	347	중부지점	240526	김 영길	J7020	축육(가공장)	노용석	010-2641-6133	2025-04-16	2025-04-17	말일 마감, 15일이내, 현금결제(영업)
C0000439	(주) 참트레이딩	기존		2118840110		이태균	서울특별시 강남구 도산대로 130 6층 (논현동)	서울특별시 강남구		1092174381						1117498	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	백광원	1092174381	2025-04-23	2025-04-29	선입금(영업)
C0000440	(주) 농업회사법인 우상_축산	기존		5598802599		김형관	강원특별자치도 원주시 문막읍 뒤일길 55-7	강원특별자치도 원주시		1063739874						1117683	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	김형관	1063739874	2025-05-08		선입금(영업)
C0000441	(주)국제식품 진천공장	기존		4388500221		정문숙	충청북도 진천군 덕산읍 신척산단4로 79 국제식품진천공장	충청북도 진천군		1044753828						1117704	1033	축산유통사업부	383	신경로영업팀	195859	김 태훈	J7020	축육(가공장)	오한솔	1044753828	2025-05-08	2025-05-09	상계
C0000442	(주) 구래유통	기존		5098106626		박정수	경기도 김포시 김포한강8로 412 103호, 104호(구래동)	경기도 김포시		1032023793						1117705	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	강은숙	1032023793	2025-05-08		말일 마감, 20일이내, 현금결제(영업)
